name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
تروك الفلااااافل الجامدة,Food Truck,"الرياض 12382, المملكة العربية السعودية",24.74162287443332,46.634293569520615,Cheap,0.0,1,0,,
ألذ سوشي  - ITCC,Sushi Restaurant,"الرياض 12382, المملكة العربية السعودية",24.740713,46.633961,Moderate,0.0,1,0,,
Paul Ainsworth At No 6 (taste Festival),Restaurant,"الرياض 12382, المملكة العربية السعودية",24.740558,46.634422,Moderate,1.0,1,2,,
M A X I M (مطعم مكسيم),Middle Eastern Restaurant,"التخصصي, المملكة العربية السعودية",24.7451920315636,46.64344733042793,Moderate,14.0,8,4,6.5,22.0
The Acai Cafe,Café,"الرياض 12381, المملكة العربية السعودية",24.746194,46.643224,Cheap,0.0,6,0,,
Dessert Goods,Dessert Shop,"الرياض 12384, المملكة العربية السعودية",24.749582999999998,46.640683,Cheap,7.0,9,0,,
Burj Alhamam برج الحمام,Middle Eastern Restaurant,"شارع التخصصي, الرياض, المملكة العربية السعودية",24.74392356754457,46.643656958029396,Moderate,7.0,11,0,7.4,10.0
فوال الطائف,Restaurant,"شارع الأمام, الرياض 12364, المملكة العربية السعودية",24.739053,46.643567,Moderate,2.0,1,0,,
الفوال اللي نفطر فيه بعد الاختبار,Cafeteria,المملكة العربية السعودية,24.738857,46.642713,,1.0,0,0,,
Logo Chocolate,Pastry Shop,"الرياض, المملكة العربية السعودية",24.741585,46.645205,,5.0,9,0,,
frankeez,Food Truck,المملكة العربية السعودية,24.74775512009213,46.64211119454313,Cheap,10.0,3,1,7.7,12.0
Rosemary (روزماري),"Italian Restaurant, Pizza Place","الرياض, المملكة العربية السعودية",24.74129692997827,46.645403231908595,Moderate,11.0,15,14,5.6,29.0
Pizza Inn,"Pizza Place, American Restaurant",المملكة العربية السعودية,24.74165554619589,46.64798346524541,Cheap,4.0,7,2,5.9,9.0
Tavila Restaurant,Italian Restaurant,"الرياض, المملكة العربية السعودية",24.738432174932928,46.64253533219651,Moderate,2.0,1,0,,
R,Restaurant,"الرياض 12363, المملكة العربية السعودية",24.740529000000002,46.646663000000004,Moderate,0.0,0,0,,
Al Amrawya Restaurant,Middle Eastern Restaurant,المملكة العربية السعودية,24.741145,46.64813400000001,Moderate,2.0,5,0,,
KFC (كنتاكي),Fried Chicken Joint,"Al Nakheel | النخيل (Turkey Bin Abdulaziz), الرياض, المملكة العربية السعودية",24.749225172543397,46.64357212830368,Cheap,0.0,0,1,,
Area51,"Food Truck, Nightclub","Nakheel, الرياض 12381, المملكة العربية السعودية",24.748236,46.642266,Cheap,0.0,0,0,,
Starbucks Dallah,Coffee Shop,"Dallah Hospital, الرياض 12381, المملكة العربية السعودية",24.747425,46.65208300000001,Cheap,20.0,486,4,8.4,25.0
DUNKIN’ DONUTS,Donut Shop,"الرياض 12381, المملكة العربية السعودية",24.747559,46.651937,Cheap,2.0,223,0,,
Dunkin dounts,Donut Shop,"alnakheel (faas), الرياض 12381, المملكة العربية السعودية",24.748162,46.652183,Cheap,1.0,220,1,7.6,7.0
dr.CAFE COFFEE (د.كيف),"Coffee Shop, Café, Sandwich Place","Dallah Hospital (King Fahd Road), الرياض 11566, المملكة العربية السعودية",24.746945423557143,46.6522595033285,Cheap,125.0,262,192,8.1,206.0
dr.cafe دكتور كيف مستشفى دله,Café,"الرياض 12381, المملكة العربية السعودية",24.746369,46.652565,Cheap,3.0,14,0,7.3,4.0
VIENNA GARDENs (مطعم حدائق فينا),"Mediterranean Restaurant, Eastern European Restaurant, Italian Restaurant","Riyadh, الرياض, المملكة العربية السعودية",24.74303664120095,46.650675484189904,Moderate,147.0,156,79,5.9,277.0
مطعم التخصصي للمثلوثة,Fried Chicken Joint,"التخصصي, المملكة العربية السعودية",24.743221748149857,46.65151375822374,Cheap,7.0,2,0,6.6,11.0
بوفية تسالي المحمدية,Restaurant,المملكة العربية السعودية,24.738922263039516,46.64919005265319,Moderate,0.0,1,0,,
dr.CAFE COFFEE | د. كيف,"Coffee Shop, Café, Sandwich Place","Dallah Hospital -3 (King Fahd Rd.), الرياض, المملكة العربية السعودية",24.7467495,46.6519225,Cheap,16.0,22,9,7.5,24.0
فطاير شام,Middle Eastern Restaurant,"Imam Saud, الرياض, المملكة العربية السعودية",24.743821,46.653271000000004,Moderate,8.0,3,0,6.9,11.0
باسكن روبنز,Ice Cream Shop,"الرياض 12363, المملكة العربية السعودية",24.741611,46.649182,Cheap,1.0,4,0,,
Raw Sip,"Coffee Shop, Sandwich Place","الرياض 12381, المملكة العربية السعودية",24.74213,46.649111,Cheap,3.0,5,0,,
"dr.CAFE COFFEE Labor & Delivery Section,Dallah Hospital- 2",Coffee Shop,"Abdulrahman, Al Rafea, الرياض, المملكة العربية السعودية",24.747030857535812,46.6525224592155,Cheap,35.0,14,31,8.9,39.0
Team Càfe,Food Truck,"الرياض (طريق تركي الأول), الرياض 13516, المملكة العربية السعودية",24.741684222018147,46.64925132544811,Cheap,0.0,13,1,,
فوال ابراهيم عبدالله السعيد,Breakfast Spot,المملكة العربية السعودية,24.740680756354713,46.64820498496653,Cheap,4.0,10,3,,
Tutti Mango توتي مانجا,Coffee Shop,"In Dallah hospital, Riyahh, المملكة العربية السعودية",24.747107999999997,46.652515,Cheap,0.0,0,0,,
Half million - Al Rajhi tower,Coffee Shop,"Al Rajhi Tower (King Fahad Road), الرياض 12263, المملكة العربية السعودية",24.75031,46.653177,Cheap,13.0,190,1,6.4,24.0
Versai Cafe (فرساي كافيه),"Café, Eastern European Restaurant","King Fahad Rd., الرياض, المملكة العربية السعودية",24.750277365363946,46.65218430300526,Cheap,393.0,910,188,6.5,662.0
Starbucks,Coffee Shop,"King Fahad, الرياض 12263, المملكة العربية السعودية",24.749619,46.654139,Cheap,1.0,23,1,7.9,2.0
Caribou Coffee (كاريبو كوفي),"Coffee Shop, Café","Marina Mall (Olaya St.), الرياض 12273, المملكة العربية السعودية",24.745984961657637,46.660229194865245,Cheap,931.0,1327,284,8.5,1211.0
Al Nadeg Restaurant (مطابخ الناضج),Middle Eastern Restaurant,"Imam St. (Exit 9) (Roewaydaj Sadir St.), الرياض, المملكة العربية السعودية",24.7473413312515,46.662484022484534,Moderate,332.0,178,52,8.1,448.0
Roche Cafe,"Coffee Shop, Café","Imam Saud Bin AbdulazizRd., الرياض, المملكة العربية السعودية",24.74671134309042,46.66032883499156,Cheap,157.0,650,32,7.9,209.0
ملتقى الحلويات,Snack Place,"الرياض, المملكة العربية السعودية",24.748027727600807,46.664246127891815,Cheap,69.0,21,11,8.9,79.0
محامص ومطاحن قهوة الشيوخ,Café,المملكة العربية السعودية,24.747456701585712,46.66305847478395,Cheap,9.0,3,1,7.6,11.0
Pretzel Maker,German Restaurant,"الرياض 12273, المملكة العربية السعودية",24.74538900000001,46.660416999999995,Moderate,10.0,4,0,8.2,11.0
Cup Of Happiness,"Café, Coffee Shop","الرياض 12273, المملكة العربية السعودية",24.748567,46.665933,Cheap,0.0,2,0,,
Baskin-Robbins,Ice Cream Shop,"الرياض, المملكة العربية السعودية",24.74597841363479,46.66792417703638,Cheap,14.0,5,0,8.4,15.0
Reem Alriyadh restaurant (مطعم ريم الرياض),Restaurant,"الرياض 12273, المملكة العربية السعودية",24.746698000000002,46.667721,Moderate,1.0,1,0,,
Tasali Sahooh (تسالي صحوح),Burger Joint,"حي الملك فهد (المغيرة بن شعبة), الرياض, المملكة العربية السعودية",24.748266063064733,46.66708018889914,Cheap,5.0,7,2,,
مخرج ٩,Diner,المملكة العربية السعودية,24.746386230864267,46.65934822381466,Cheap,0.0,2,0,,
Java Time (جافا تايم),Coffee Shop,"Imam Saud St, الرياض, المملكة العربية السعودية",24.750190762470652,46.66962683655458,Cheap,451.0,193,47,8.6,546.0
أطايب التمور,Pastry Shop,"الرياض, المملكة العربية السعودية",24.749801,46.668728,,89.0,23,7,8.4,107.0
.,Coffee Shop,"الرياض 12273, المملكة العربية السعودية",24.74081,46.670444,Cheap,0.0,0,0,,
Al Mamlakah Sweets (حلويات المملكة),"Dessert Shop, Bakery",المملكة العربية السعودية,24.75010783365003,46.66938586619217,Cheap,10.0,7,3,6.9,15.0
Indian Summerr (الصيف الهندي),Indian Restaurant,"الرياض, المملكة العربية السعودية",24.744448337263595,46.67398810867754,Moderate,2.0,2,1,,
Nespresso (نيسبريسو),Coffee Shop,"الرياض, المملكة العربية السعودية",24.74438722677283,46.67693074809196,Cheap,8.0,15,1,7.8,10.0
BEAR CUB ®️ Specialty coffee بير كب قهوة مختصة,"Coffee Shop, Café","King Fahad (King Abdulaziz), الرياض 12274, المملكة العربية السعودية",24.745863,46.679722999999996,Cheap,189.0,1231,77,8.3,252.0
مطعم الكوخ القديم,Fried Chicken Joint,"الرياض, المملكة العربية السعودية",24.74844785046341,46.67892661204055,Cheap,265.0,95,62,8.1,344.0
Bearcub,"Coffee Shop, Corporate Coffee Shop, Café","King Abdulaziz (King Fahad), الرياض 12274, المملكة العربية السعودية",24.745869,46.679829999999995,Cheap,7.0,55,1,7.7,8.0
Al Makki (مطاعم و مطابخ المكي),Middle Eastern Restaurant,"Hesham bin Abdul Maliek St, الرياض, المملكة العربية السعودية",24.745292451479987,46.678643704441576,Moderate,90.0,49,15,8.2,113.0
مشويات زهور الشام,Kebab Restaurant,"الرياض, المملكة العربية السعودية",24.745961586907267,46.67958034440737,,59.0,28,9,8.1,73.0
فولك للأكلات الشعبية,Breakfast Spot,"Al-Mursalat (King Abdul Aziz Rd), الرياض, المملكة العربية السعودية",24.7464659038352,46.680483702381906,Cheap,93.0,45,23,7.7,124.0
فرن الضيعة,Pie Shop,"الرياض, المملكة العربية السعودية",24.74720510469974,46.67985879166703,,29.0,31,12,8.1,37.0
مطعم مؤمن للمأكولات المصرية,African Restaurant,"حي المرسلات (شارع هشام بن عبد الملك), الرياض, المملكة العربية السعودية",24.746419728224048,46.68105425556165,Moderate,13.0,15,8,5.9,30.0
Yalla Yalla Shawarma (يلا يلا شاورما),Shawarma Place,"الرياض 12463, المملكة العربية السعودية",24.74734635043777,46.67987400990077,,24.0,41,11,7.3,33.0
مشويات الذواق,Kebab Restaurant,"الرياض 12463, المملكة العربية السعودية",24.747076,46.67986,,0.0,0,0,,
فلافل عرفه,Falafel Restaurant,"هشام بن عبدالملك, الرياض 12274, المملكة العربية السعودية",24.745909,46.679778999999996,Cheap,8.0,13,3,7.6,9.0
BURGY (برقي),Burger Joint,"Hayat Mall (King Abdulaziz Rd), الرياض, المملكة العربية السعودية",24.74304201528203,46.67907653194578,Cheap,11.0,15,10,5.4,26.0
Fitness Frutti (فاكهة الرشاقة),Juice Bar,المملكة العربية السعودية,24.74325,46.679077,Cheap,2.0,5,0,,
Simit Sarayi (Simit Sarayı),"Bagel Shop, Bakery","King Abdulaziz Rd., الرياض, المملكة العربية السعودية",24.74310603728412,46.68021184097388,Cheap,9.0,26,5,5.9,19.0
Maya La Chocolaterie (مايا لاشوكولاتري),"Café, Dessert Shop, Chocolate Shop","Hayat Mall (King Abdulaziz Rd.), الرياض, المملكة العربية السعودية",24.74205601964229,46.680576863574714,Cheap,285.0,451,93,7.5,399.0
More Burger,Burger Joint,المملكة العربية السعودية,24.74492263793945,46.681068420410156,Cheap,2.0,1,1,,
Shayah Iranian Restaurant (شاية بيت المأكولات الإيرانية),Persian Restaurant,"الرياض 12272, المملكة العربية السعودية",24.743177,46.680192,,0.0,0,0,,
Saadeddin Pastry Express (حلويات سعدالدين اكسبريس),Dessert Shop,"Hayat Mall, الرياض, المملكة العربية السعودية",24.741792961784896,46.68075549504083,Cheap,0.0,10,0,,
Starbucks,Coffee Shop,"الرياض 12464, المملكة العربية السعودية",24.753312,46.692367,Cheap,0.0,6,0,8.3,0.0
That Coffee,Café,"الرياض 12461, المملكة العربية السعودية",24.748341,46.687659000000004,Cheap,1.0,1,1,,
جزيرة الحلويات,Dessert Shop,المملكة العربية السعودية,24.742038,46.680896000000004,Cheap,0.0,1,0,,
بوفية كبدة سادة,Breakfast Spot,المملكة العربية السعودية,24.74905715692591,46.69309005641684,Cheap,2.0,5,1,,
Oasis Restaurant,Restaurant,"الرياض 12462, المملكة العربية السعودية",24.745863,46.698966999999996,Moderate,0.0,2,0,,
مطعم توارن للأكلات الشعبية الحائلية,Restaurant,المملكة العربية السعودية,24.74004675550573,46.69129746473182,Moderate,1.0,2,0,,
Texas Chicken (دجاج تكساس),Fried Chicken Joint,المملكة العربية السعودية,24.73819263034989,46.69230225163413,Cheap,0.0,0,0,,
relax caffe,Coffee Shop,المملكة العربية السعودية,24.738717,46.693811,Cheap,2.0,2,2,,
Chillin',Coffee Shop,المملكة العربية السعودية,24.742906,46.69621,Cheap,1.0,1,0,,
BURGAHOLIC,Food Truck,"Food Truck (Altakhasousi Street), الرياض 12381, المملكة العربية السعودية",24.737798548282388,46.69350519207115,Cheap,1.0,6,2,,
Shayah Persian Cuisine (بيت المأكوﻻت الايرانية شايه),Middle Eastern Restaurant,"Al Mursalat District (Abi Baker Al Safeeq RD), المملكة العربية السعودية",24.742278092715416,46.69922781061141,Moderate,4.0,5,0,,
فلافل بنات العليا,Falafel Restaurant,المملكة العربية السعودية,24.739848000000002,46.690292,Cheap,0.0,0,0,,
قهوة العمدة || Alomdah Coffee,Food Truck,المملكة العربية السعودية,24.738889,46.694037,Cheap,0.0,0,0,,
chinese restaurant,Chinese Restaurant,المملكة العربية السعودية,24.743449,46.689304,Cheap,2.0,14,2,,
Tasti D. Lite | PSU,Ice Cream Shop,"Prince Sultan University, المملكة العربية السعودية",24.739681495463362,46.69327875401455,Cheap,0.0,0,0,,
That Coffee,Café,"الرياض 12461, المملكة العربية السعودية",24.748467,46.687875,Cheap,1.0,4,1,,
Subway (صب وي),"Sandwich Place, Fast Food Restaurant",المملكة العربية السعودية,24.74260907552371,46.68622666505561,Cheap,1.0,1,0,7.7,1.0
Coffee Addicts,"Coffee Shop, Café","Abi Bakr Al Siddiq Rd., الرياض 12462, المملكة العربية السعودية",24.746675,46.702177,Cheap,80.0,585,31,8.2,109.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Abu Baker Al-Sidiq, الرياض, المملكة العربية السعودية",24.747329585423266,46.701420256786655,Cheap,267.0,353,28,8.5,324.0
فوال الطائف,Breakfast Spot,"Alnozha (Nozha), الرياض 14234, المملكة العربية السعودية",24.750027144683518,46.70015362140168,Cheap,21.0,27,5,7.4,27.0
Manoosha (منؤشة),Breakfast Spot,"طريق أبو بكر الصديق, الرياض, المملكة العربية السعودية",24.749612060282725,46.69995660811841,Cheap,55.0,23,16,7.8,74.0
Ga Ga Pasta & Noodles,Noodle House,"Abi Bakr Al Siddiq Rd, الرياض, المملكة العربية السعودية",24.74694767159237,46.701497361536475,Cheap,75.0,119,43,7.3,119.0
Hamburgini,"Burger Joint, Fast Food Restaurant","Almursalat, الرياض 12462, المملكة العربية السعودية",24.746844,46.701503,Cheap,1.0,8,1,,
فوال شعبيات الطائف,Restaurant,"النزهة (Abi bakr allsiddiq), الرياض 96601, المملكة العربية السعودية",24.75024491044001,46.70051622389111,Moderate,1.0,4,0,,
Dustu (دوستو),"Fried Chicken Joint, Fast Food Restaurant","Abi Baker Rd. طريق ابي بكر (King Abdullah Rd.), الرياض, المملكة العربية السعودية",24.746896788926147,46.70152565233914,Cheap,72.0,32,34,6.9,106.0
ALBALAH ALTHAHABI (البلح الذهبي),Dessert Shop,"طريق أبو بكر الصديق رضي الله عنه, الرياض 12471, المملكة العربية السعودية",24.74766,46.70175,Cheap,1.0,1,0,,
وجبات  سريعة,Pakistani Restaurant,"Prince Mashhour Bin Abdul Aziz (Abo Baker Siddique), الرياض 12462, المملكة العربية السعودية",24.748179999999998,46.698761,,0.0,0,0,,
Diet Center (دايت سنتر),"Health Food Store, Salad Place","Abo Baker, الرياض, المملكة العربية السعودية",24.75045123121409,46.699825282699564,,38.0,16,4,6.8,56.0
Top 100,Dessert Shop,"الرياض 12471, المملكة العربية السعودية",24.746494000000002,46.702255,Cheap,0.0,2,0,,
Just Falafel جست فلافل,Falafel Restaurant,المملكة العربية السعودية,24.746767044067386,46.70158767700195,Cheap,3.0,0,3,,
خبزة الباشا,Restaurant,المملكة العربية السعودية,24.74721,46.701341,Moderate,0.0,0,0,,
Biftek Durum,"Turkish Restaurant, Doner Restaurant","7164 ابي بكر الصديق الفرعي، Al Mursilat (King Abdullah Road), الرياض 12462, المملكة العربية السعودية",24.746996,46.701252000000004,Moderate,2.0,15,7,4.9,11.0
ليفاني كوفي,Coffee Shop,"الرياض 12471, المملكة العربية السعودية",24.747708,46.701646000000004,Cheap,0.0,0,0,,
Falafel Com,Falafel Restaurant,"الرياض 12462, المملكة العربية السعودية",24.746919000000002,46.701482,Cheap,2.0,1,0,,
Chicago Fried Chicken,American Restaurant,"Riyadh (Abu Baker Street), الرياض, المملكة العربية السعودية",24.74684805220593,46.70157743457721,Moderate,0.0,1,4,,
Al Narnj Al Shami,Middle Eastern Restaurant,"An Nuzha Neighbourhood (Abu Baker AsSiddiq Rd.), الرياض, المملكة العربية السعودية",24.747114898248977,46.7015679981158,Moderate,0.0,1,0,,
Tikka (تكا),BBQ Joint,"ابو بكر الصديق, المملكة العربية السعودية",24.747422356547407,46.70137455104887,Moderate,0.0,5,0,,
Taste Of Tasting,Fast Food Restaurant,"الرياض 12471, المملكة العربية السعودية",24.749944,46.700567,Cheap,0.0,0,0,,
لقيمات السلطان,Dessert Shop,"abi bakr al siddiq (king abdullah road), الرياض 12462, المملكة العربية السعودية",24.747238,46.701274,Cheap,6.0,4,1,,
FRIRA FRIES,Fast Food Restaurant,"الرياض 12462, المملكة العربية السعودية",24.747027,46.701381,Cheap,2.0,1,2,,
سعد الدين,Turkish Restaurant,"السليمانية, الرياض, المملكة العربية السعودية",24.74516504043888,46.70009593192005,Moderate,0.0,0,0,,
McDonald's,Fast Food Restaurant,"الرياض, المملكة العربية السعودية",24.748737146407557,46.70045922628441,Cheap,2.0,4,0,7.2,2.0
Bon soar cafe,Café,المملكة العربية السعودية,24.743451147790275,46.702190808384714,Cheap,0.0,0,0,,
Dragon Fil - Chinese Restaurant,Chinese Restaurant,"Mursalat Area (Abu Bakr Assidique Road South), المملكة العربية السعودية",24.746872521539558,46.70147835182111,Cheap,0.0,1,0,,
LEIVANI (ليفاني),Coffee Shop,"الرياض 12471, المملكة العربية السعودية",24.747760999999997,46.701753000000004,Cheap,0.0,0,0,,
Tea House Chinese and Filipino Restaurant,Asian Restaurant,المملكة العربية السعودية,24.746748999999998,46.701807,Moderate,0.0,0,0,,
فطيرة هات,"Bakery, Pizza Place","الرياض, المملكة العربية السعودية",24.74737102875592,46.70163405338304,Cheap,2.0,1,1,,
Dunkin' Donuts (دانكن دونتس),Donut Shop,"King Abdullah Rd (at Abu Baker Rd), الرياض 12444, المملكة العربية السعودية",24.745471015057092,46.70662577639792,Cheap,294.0,382,19,8.8,347.0
23M Cafe,Coffee Shop,"King Abdullah Rd., الرياض 12444, المملكة العربية السعودية",24.74615920839879,46.70843935648304,Cheap,252.0,1574,87,8.1,341.0
Pro Baguette,Bakery,"King Abdullah Road, الرياض 12444, المملكة العربية السعودية",24.745402955226012,46.7064374485954,Cheap,69.0,277,33,6.9,111.0
Baskin-Robbins (باسكن روبنز),Ice Cream Shop,"الرياض, المملكة العربية السعودية",24.74556154404512,46.70677211714283,Cheap,80.0,60,6,8.6,93.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"King Abdullah Branch Rd, Al Wahah (Abu Bakker), الرياض 12444, المملكة العربية السعودية",24.745312,46.706681,Cheap,23.0,13,4,6.7,36.0
Maestro Pizza (مايسترو بيتزا),Pizza Place,"Al Waha (King Abdullah Street), الرياض, المملكة العربية السعودية",24.746739662343,46.709844108561754,Cheap,66.0,14,9,8.2,86.0
Herfy (هرفي),Fast Food Restaurant,"King Abdullah St.(East), الرياض, المملكة العربية السعودية",24.745419486559378,46.70677964550504,Cheap,17.0,9,3,7.7,20.0
Tamemi,Food Truck,"الرياض, المملكة العربية السعودية",24.751977652844328,46.70981614401687,Cheap,6.0,0,0,,
Trsa Coffee House,"Coffee Shop, Coffee Roaster","King Abduallah, الرياض 12444, المملكة العربية السعودية",24.746088455759764,46.708537222528925,Cheap,36.0,148,21,7.1,51.0
Broccoli Pizza & Pasta (بروكلي للبيتزا والباستا),"Italian Restaurant, Pizza Place",المملكة العربية السعودية,24.74536229052175,46.70660234373707,Moderate,20.0,63,3,6.2,33.0
E7twa2 Group (حمله إحتواء),Pet Café,"الرياض, المملكة العربية السعودية",24.750253710601115,46.703124252000045,,5.0,8,1,,
Telepizza (تيلي بيتزا),Pizza Place,"King Abdullah Branch Road (Kawkab Street), الرياض, المملكة العربية السعودية",24.74653806358816,46.70969198935389,Cheap,19.0,26,19,5.9,35.0
Honey & Sugar,Dessert Shop,"King Abdullah Street, الرياض, المملكة العربية السعودية",24.745392000000002,46.706573,Cheap,3.0,4,1,,
Papa John's (بابا جونز),Pizza Place,"الرياض 12444, المملكة العربية السعودية",24.746721,46.709983,Cheap,7.0,8,1,7.4,9.0
Baskin Robbins (باسكن روبنز),Ice Cream Shop,"الرياض, المملكة العربية السعودية",24.747583618093863,46.71163771407688,Cheap,8.0,11,0,8.1,8.0
Jambarina,Seafood Restaurant,"King Abdullah Road, المملكة العربية السعودية",24.7462593,46.715651799999996,Expensive,0.0,0,0,,
دومينز بيتزا,Pizza Place,"الرياض, المملكة العربية السعودية",24.745589807325157,46.71667805109889,Cheap,3.0,0,0,,
Shormula 1 (شورمولا ١),Shawarma Place,"King Abdullah Road, الرياض 12444, المملكة العربية السعودية",24.746694861998115,46.70969494340143,,138.0,13,15,7.8,104.0
Tandoor Makhbaz,Asian Restaurant,"abu bakar road, الرياض 12435, المملكة العربية السعودية",24.746098999999997,46.704378999999996,Moderate,0.0,0,0,,
خيمة افطار صائم,Breakfast Spot,"حي النزهه, المملكة العربية السعودية",24.746726000000002,46.714051,Cheap,0.0,1,0,,
Julius,Italian Restaurant,المملكة العربية السعودية,24.74921557091504,46.7074331018824,Moderate,0.0,0,0,,
Pizza Hut (PHD),Pizza Place,"King Abdullah Rd, الرياض, المملكة العربية السعودية",24.750393,46.716791,Cheap,4.0,11,0,,
Herfy (هرفي),"Burger Joint, Fast Food Restaurant","King Abdullah Rd, الرياض, المملكة العربية السعودية",24.75026159920014,46.716522771265794,Cheap,7.0,7,2,5.9,13.0
Little Caesars (ليتل سيزر),Pizza Place,"مقابل قصور العويضه (طريق الملك عبدالله), الرياض, المملكة العربية السعودية",24.750299,46.716636,Cheap,4.0,5,1,,
OPERA PASTRY I حلويات اوبرا,Dessert Shop,"الرياض, المملكة العربية السعودية",24.74514811955571,46.718362995956774,Cheap,8.0,6,3,7.6,9.0
جمبرينا,Seafood Restaurant,"النزهه (طريق الملك عبدالله), الرياض, المملكة العربية السعودية",24.750383,46.716571,Expensive,0.0,6,1,,
Steam Cafe,Coffee Shop,"King Abdullah District (Uthman Ibn Affan Rd), الرياض 12451, المملكة العربية السعودية",24.74962,46.722755,Cheap,849.0,5195,98,9.4,971.0
Moon Shell (مون شيل),Café,"Uthman Ibn Affan Rd. (عثمان بن عفان), الرياض 12451, المملكة العربية السعودية",24.746561,46.724238,Cheap,655.0,4035,202,8.8,825.0
Yogi,"Sandwich Place, Juice Bar, Vegetarian / Vegan Restaurant","Othman Bin Affan (King Abdullah), الرياض 12445, المملكة العربية السعودية",24.74656758757091,46.72349451863762,Cheap,1017.0,1555,338,9.3,1298.0
Spread (سبرد),"BBQ Joint, Steakhouse","Othman Bin Affan, الرياض 12445, المملكة العربية السعودية",24.746776,46.723451000000004,Moderate,81.0,362,15,8.6,88.0
OffWhite Lounge Al waha (اوف وايت لاونج  الواحة),Restaurant,"Uthman Ibn Affan Rd. (عثمان بن عفان), الرياض 12445, المملكة العربية السعودية",24.746401000000002,46.72355200000001,Moderate,313.0,689,123,8.9,405.0
Mill Coffee (ميل كوفي),"Coffee Shop, Café","Othman Bin Affan Road, الرياض 12451, المملكة العربية السعودية",24.74999,46.722701,Cheap,55.0,353,31,7.9,71.0
Bonzai (بونزاي),Japanese Restaurant,"Uthman Bin Affan (King Abdullah St), الرياض 12445, المملكة العربية السعودية",24.746873855093213,46.72301938387062,Moderate,1020.0,1361,307,8.7,1255.0
The Diet Station,Restaurant,"الرياض 12445, المملكة العربية السعودية",24.745614,46.723935,Moderate,94.0,287,29,7.7,136.0
Café Voliere (كافيه فولير),Café,"Othman bin Affan Road (King Abdullah Road), الرياض, المملكة العربية السعودية",24.74713652230047,46.72318117342293,Cheap,508.0,1383,207,7.9,734.0
Heididorf,"Coffee Shop, Café","طريق عثمان بن عفان (العلمين), الرياض 12451, المملكة العربية السعودية",24.747098,46.72382800000001,Cheap,31.0,342,22,7.5,43.0
Qomra (قمرة),"Camera Store, Art Gallery, Coffee Shop","Uthman Ibn Affan Rd., الرياض, المملكة العربية السعودية",24.74561716203236,46.72364723450101,,112.0,362,20,9.4,126.0
Prime cafe,Café,المملكة العربية السعودية,24.745562424919314,46.72478741723307,Cheap,3.0,20,3,6.3,8.0
إمتياز القهوه,Coffee Shop,"Uthman Ibn Affan Rd. (Othman Bin Affan Rd.), الرياض, المملكة العربية السعودية",24.745556499492558,46.724756013572645,Cheap,40.0,104,5,7.1,57.0
Day Cup Coffee,Coffee Shop,"الرياض 12451, المملكة العربية السعودية",24.745934,46.724552,Cheap,4.0,25,1,,
Makana (مكانة),"Coffee Shop, Café","الرياض 12445, المملكة العربية السعودية",24.7455309141061,46.723382045955255,Cheap,209.0,1416,43,8.7,257.0
قيصر العرب,Coffee Shop,"الرياض 12445, المملكة العربية السعودية",24.745403,46.724022,Cheap,5.0,27,3,5.5,14.0
haterz cafe كافيه العذال,"Social Club, Café","الرياض 12445, المملكة العربية السعودية",24.746838,46.723394,,0.0,0,0,,
Burger Makers,Burger Joint,"Uthman Ibn Affan Rd., الرياض 12445, المملكة العربية السعودية",24.74679991457767,46.72343911941595,Cheap,86.0,403,30,5.6,188.0
Buna Cafe (بونا كافيه),Coffee Shop,"Othman Bin Affan, الرياض 12445, المملكة العربية السعودية",24.746658,46.723418,Cheap,14.0,55,2,7.8,16.0
herfy,Burger Joint,"مركز الرياض للمؤتمرات والمعارض, الرياض 12451, المملكة العربية السعودية",24.746629000000002,46.726516,Cheap,1.0,2,0,,
Aknaf Market,"Market, Bakery","Othman Bin Affan Road (King Abdullah Road), الرياض 12445, المملكة العربية السعودية",24.750488,46.721315999999995,,1.0,1,1,,
نوقا,Coffee Shop,"الرياض 12451, المملكة العربية السعودية",24.750518,46.722033,Cheap,0.0,1,0,,
Mom's Flavour (مذاق أمي),"Café, Breakfast Spot, Coffee Shop","Othman Bin Afan St (at King abdullah), الرياض, المملكة العربية السعودية",24.74626920221242,46.72419112389802,Moderate,131.0,234,95,6.6,216.0
Highness Truck,Food Truck,"الرياض, المملكة العربية السعودية",24.747905685068435,46.72289894142408,Cheap,0.0,2,0,,
Shawayah House,Middle Eastern Restaurant,المملكة العربية السعودية,24.748786,46.724849,Moderate,0.0,0,0,,
برقر ميكر Burger Makers,American Restaurant,"الرياض 12445, المملكة العربية السعودية",24.746693,46.723255,Moderate,2.0,23,1,,
Little Caesars Pizza,Pizza Place,المملكة العربية السعودية,24.748455,46.725122999999996,Cheap,0.0,0,0,,
Cheesecake Home Made,Dessert Shop,المملكة العربية السعودية,24.747860047220332,46.72340872995162,Cheap,0.0,1,0,,
Dokos Lounge,Greek Restaurant,"الرياض 12445, المملكة العربية السعودية",24.74664,46.72345900000001,Moderate,1.0,0,0,,
Uptown,American Restaurant,المملكة العربية السعودية,24.748203,46.72533,Moderate,0.0,0,0,,
